5.01	1111
5.03	1090
5.05	1074
5.07	1102
5.09	1064
5.11	1111
5.13	1073
5.15	1134
5.17	1127
5.19	1078
5.21	1113
5.23	1055
5.25	1105
5.27	1140
5.29	1169
5.31	1167
5.33	1137
5.35	1103
5.37	1108
5.39	1145
5.41	1087
5.43	1130
5.45	1149
5.47	1082
5.49	1107
5.51	1113
5.53	1143
5.55	1157
5.57	1091
5.59	1104
5.61	1106
5.63	1122
5.65	1098
5.67	1021
5.69	1159
5.71	1035
5.73	1132
5.75	1121
5.77	1075
5.79	1115
5.81	1039
5.83	1046
5.85	1054
5.87	1035
5.89	1027
5.91	1063
5.93	1076
5.95	1007
5.97	1087
5.99	1033
6.01	1055
6.03	1033
6.05	1040
6.07	1032
6.09	1073
6.11	1064
6.13	1057
6.15	1013
6.17	1015
6.19	1028
6.21	1083
6.23	1017
6.25	1023
6.27	1031
6.29	1014
6.31	1061
6.33	1012
6.35	1060
6.37	1006
6.39	1044
6.41	957
6.43	1036
6.45	1059
6.47	987
6.49	1059
6.51	1024
6.53	1069
6.55	1034
6.57	1004
6.59	996
6.61	965
6.63	1027
6.65	1009
6.67	1031
6.69	937
6.71	1010
6.73	1046
6.75	1014
6.77	1002
6.79	980
6.81	960
6.83	1041
6.85	1033
6.87	928
6.89	1033
6.91	1000
6.93	1035
6.95	1004
6.97	1080
6.99	977
7.01	984
7.03	1033
7.05	993
7.07	959
7.09	1022
7.11	1035
7.13	1003
7.15	998
7.17	964
7.19	989
7.21	988
7.23	1007
7.25	990
7.27	989
7.29	1063
7.31	1024
7.33	969
7.35	997
7.37	978
7.39	1024
7.41	967
7.43	942
7.45	1063
7.47	961
7.49	944
7.51	968
7.53	1040
7.55	997
7.57	982
7.59	1017
7.61	996
7.63	1011
7.65	1029
7.67	1017
7.69	1005
7.71	972
7.73	1008
7.75	1007
7.77	1023
7.79	1011
7.81	1003
7.83	1090
7.85	1053
7.87	1012
7.89	976
7.91	979
7.93	937
7.95	987
7.97	1024
7.99	1013
8.01	1006
8.03	963
8.05	1022
8.07	1023
8.09	979
8.11	1005
8.13	1076
8.15	991
8.17	1023
8.19	1016
8.21	1010
8.23	1010
8.25	1051
8.27	984
8.29	1003
8.31	1042
8.33	1088
8.35	957
8.37	992
8.39	1009
8.41	1066
8.43	958
8.45	1038
8.47	1006
8.49	1034
8.51	993
8.53	1063
8.55	1028
8.57	1041
8.59	1008
8.61	1094
8.63	987
8.65	995
8.67	965
8.69	1007
8.71	1057
8.73	1014
8.75	1073
8.77	1060
8.79	1036
8.81	1066
8.83	1064
8.85	1005
8.87	981
8.89	1084
8.91	1053
8.93	1066
8.95	1023
8.97	1110
8.99	1110
9.01	1091
9.03	1068
9.05	1033
9.07	1069
9.09	1078
9.11	1019
9.13	1071
9.15	1052
9.17	1082
9.19	1064
9.21	1112
9.23	1040
9.25	1077
9.27	1079
9.29	1090
9.31	1082
9.33	1023
9.35	1049
9.37	1092
9.39	1078
9.41	1082
9.43	1117
9.45	1124
9.47	1054
9.49	1067
9.51	1105
9.53	1064
9.55	1102
9.57	1149
9.59	1235
9.61	1105
9.63	1110
9.65	1153
9.67	1144
9.69	1106
9.71	1100
9.73	1148
9.75	1068
9.77	1125
9.79	1099
9.81	1152
9.83	1064
9.85	1165
9.87	1153
9.89	1056
9.91	1168
9.93	1084
9.95	1086
9.97	1168
9.99	1137
10.01	1182
10.03	1156
10.05	1111
10.07	1143
10.09	1151
10.11	1111
10.13	1092
10.15	1129
10.17	1239
10.19	1089
10.21	1138
10.23	1136
10.25	1165
10.27	1131
10.29	1114
10.31	1113
10.33	1123
10.35	1091
10.37	1121
10.39	1142
10.41	1100
10.43	1115
10.45	1157
10.47	1183
10.49	1127
10.51	1150
10.53	1154
10.55	1109
10.57	1088
10.59	1147
10.61	1172
10.63	1219
10.65	1203
10.67	1155
10.69	1148
10.71	1115
10.73	1213
10.75	1219
10.77	1198
10.79	1170
10.81	1129
10.83	1221
10.85	1105
10.87	1205
10.89	1186
10.91	1193
10.93	1161
10.95	1174
10.97	1227
10.99	1213
11.01	1181
11.03	1216
11.05	1143
11.07	1180
11.09	1177
11.11	1176
11.13	1191
11.15	1245
11.17	1226
11.19	1241
11.21	1109
11.23	1176
11.25	1228
11.27	1207
11.29	1216
11.31	1207
11.33	1177
11.35	1226
11.37	1205
11.39	1226
11.41	1250
11.43	1211
11.45	1244
11.47	1189
11.49	1190
11.51	1159
11.53	1207
11.55	1214
11.57	1168
11.59	1222
11.61	1197
11.63	1207
11.65	1229
11.67	1240
11.69	1275
11.71	1200
11.73	1281
11.75	1252
11.77	1197
11.79	1188
11.81	1246
11.83	1232
11.85	1285
11.87	1166
11.89	1191
11.91	1171
11.93	1154
11.95	1196
11.97	1236
11.99	1250
12.01	1256
12.03	1202
12.05	1202
12.07	1277
12.09	1208
12.11	1232
12.13	1190
12.15	1292
12.17	1248
12.19	1262
12.21	1226
12.23	1281
12.25	1263
12.27	1276
12.29	1272
12.31	1204
12.33	1246
12.35	1202
12.37	1294
12.39	1300
12.41	1283
12.43	1330
12.45	1235
12.47	1275
12.49	1421
12.51	1292
12.53	1257
12.55	1313
12.57	1293
12.59	1293
12.61	1348
12.63	1260
12.65	1327
12.67	1337
12.69	1169
12.71	1339
12.73	1309
12.75	1345
12.77	1325
12.79	1375
12.81	1356
12.83	1309
12.85	1347
12.87	1405
12.89	1373
12.91	1308
12.93	1370
12.95	1359
12.97	1246
12.99	1430
13.01	1407
13.03	1347
13.05	1371
13.07	1398
13.09	1414
13.11	1424
13.13	1416
13.15	1450
13.17	1433
13.19	1418
13.21	1421
13.23	1448
13.25	1327
13.27	1440
13.29	1424
13.31	1438
13.33	1470
13.35	1472
13.37	1498
13.39	1473
13.41	1470
13.43	1500
13.45	1449
13.47	1481
13.49	1511
13.51	1541
13.53	1526
13.55	1605
13.57	1666
13.59	1484
13.61	1554
13.63	1510
13.65	1544
13.67	1553
13.69	1612
13.71	1603
13.73	1598
13.75	1603
13.77	1605
13.79	1708
13.81	1573
13.83	1611
13.85	1662
13.87	1639
13.89	1721
13.91	1664
13.93	1628
13.95	1662
13.97	1690
13.99	1688
14.01	1672
14.03	1671
14.05	1644
14.07	1687
14.09	1645
14.11	1770
14.13	1613
14.15	1645
14.17	1704
14.19	1665
14.21	1687
14.23	1706
14.25	1652
14.27	1676
14.29	1665
14.31	1640
14.33	1549
14.35	1598
14.37	1622
14.39	1703
14.41	1660
14.43	1667
14.45	1666
14.47	1655
14.49	1684
14.51	1622
14.53	1601
14.55	1671
14.57	1602
14.59	1699
14.61	1745
14.63	1721
14.65	1671
14.67	1727
14.69	1726
14.71	1635
14.73	1628
14.75	1655
14.77	1730
14.79	1614
14.81	1688
14.83	1625
14.85	1722
14.87	1690
14.89	1644
14.91	1755
14.93	1714
14.95	1725
14.97	1669
14.99	1575
15.01	1674
15.03	1704
15.05	1711
15.07	1575
15.09	1648
15.11	1735
15.13	1729
15.15	1712
15.17	1656
15.19	1624
15.21	1722
15.23	1661
15.25	1628
15.27	1625
15.29	1675
15.31	1644
15.33	1673
15.35	1636
15.37	1614
15.39	1685
15.41	1619
15.43	1657
15.45	1764
15.47	1645
15.49	1620
15.51	1642
15.53	1620
15.55	1753
15.57	1691
15.59	1650
15.61	1685
15.63	1647
15.65	1729
15.67	1686
15.69	1675
15.71	1735
15.73	1783
15.75	1657
15.77	1789
15.79	1701
15.81	1742
15.83	1716
15.85	1854
15.87	1824
15.89	1801
15.91	1764
15.93	1831
15.95	1769
15.97	1825
15.99	1714
16.01	1855
16.03	1890
16.05	1881
16.07	1812
16.09	1883
16.11	1936
16.13	1928
16.15	1879
16.17	1984
16.19	1934
16.21	1928
16.23	1975
16.25	1918
16.27	1980
16.29	1910
16.31	1931
16.33	1927
16.35	2083
16.37	2063
16.39	1964
16.41	2044
16.43	2175
16.45	2106
16.47	2048
16.49	2122
16.51	2095
16.53	2206
16.55	2168
16.57	2103
16.59	2166
16.61	2263
16.63	2268
16.65	2242
16.67	2272
16.69	2314
16.71	2300
16.73	2247
16.75	2265
16.77	2214
16.79	2295
16.81	2281
16.83	2223
16.85	2275
16.87	2234
16.89	2274
16.91	2219
16.93	2189
16.95	2262
16.97	2259
16.99	2245
17.01	2231
17.03	2186
17.05	2261
17.07	2244
17.09	2245
17.11	2195
17.13	2160
17.15	2109
17.17	2122
17.19	2171
17.21	2065
17.23	2107
17.25	2091
17.27	2115
17.29	1995
17.31	2080
17.33	1965
17.35	1911
17.37	1915
17.39	1840
17.41	1874
17.43	1856
17.45	1848
17.47	1895
17.49	1794
17.51	1776
17.53	1753
17.55	1823
17.57	1730
17.59	1783
17.61	1719
17.63	1702
17.65	1725
17.67	1741
17.69	1696
17.71	1641
17.73	1708
17.75	1667
17.77	1711
17.79	1596
17.81	1608
17.83	1619
17.85	1580
17.87	1628
17.89	1599
17.91	1697
17.93	1574
17.95	1557
17.97	1608
17.99	1539
18.01	1589
18.03	1648
18.05	1540
18.07	1549
18.09	1569
18.11	1577
18.13	1598
18.15	1560
18.17	1559
18.19	1538
18.21	1573
18.23	1556
18.25	1511
18.27	1602
18.29	1561
18.31	1616
18.33	1569
18.35	1519
18.37	1607
18.39	1539
18.41	1557
18.43	1586
18.45	1554
18.47	1522
18.49	1581
18.51	1625
18.53	1559
18.55	1562
18.57	1513
18.59	1564
18.61	1549
18.63	1535
18.65	1649
18.67	1583
18.69	1597
18.71	1579
18.73	1549
18.75	1583
18.77	1607
18.79	1539
18.81	1596
18.83	1586
18.85	1576
18.87	1613
18.89	1560
18.91	1637
18.93	1654
18.95	1634
18.97	1575
18.99	1568
19.01	1609
19.03	1629
19.05	1627
19.07	1616
19.09	1578
19.11	1700
19.13	1586
19.15	1659
19.17	1622
19.19	1619
19.21	1699
19.23	1637
19.25	1603
19.27	1632
19.29	1633
19.31	1671
19.33	1669
19.35	1679
19.37	1725
19.39	1679
19.41	1594
19.43	1608
19.45	1669
19.47	1612
19.49	1614
19.51	1665
19.53	1584
19.55	1653
19.57	1708
19.59	1624
19.61	1556
19.63	1576
19.65	1584
19.67	1610
19.69	1605
19.71	1607
19.73	1604
19.75	1679
19.77	1588
19.79	1569
19.81	1600
19.83	1583
19.85	1664
19.87	1576
19.89	1603
19.91	1565
19.93	1566
19.95	1591
19.97	1552
19.99	1551
20.01	1609
20.03	1501
20.05	1566
20.07	1543
20.09	1520
20.11	1536
20.13	1544
20.15	1577
20.17	1560
20.19	1563
20.21	1520
20.23	1571
20.25	1441
20.27	1540
20.29	1602
20.31	1500
20.33	1545
20.35	1506
20.37	1571
20.39	1597
20.41	1570
20.43	1480
20.45	1562
20.47	1534
20.49	1537
20.51	1590
20.53	1557
20.55	1495
20.57	1499
20.59	1565
20.61	1511
20.63	1555
20.65	1523
20.67	1473
20.69	1577
20.71	1552
20.73	1436
20.75	1463
20.77	1533
20.79	1594
20.81	1570
20.83	1542
20.85	1562
20.87	1628
20.89	1560
20.91	1584
20.93	1600
20.95	1521
20.97	1597
20.99	1573
21.01	1520
21.03	1543
21.05	1558
21.07	1622
21.09	1612
21.11	1537
21.13	1551
21.15	1603
21.17	1613
21.19	1601
21.21	1568
21.23	1605
21.25	1626
21.27	1586
21.29	1626
21.31	1659
21.33	1617
21.35	1624
21.37	1612
21.39	1653
21.41	1604
21.43	1609
21.45	1626
21.47	1685
21.49	1655
21.51	1547
21.53	1679
21.55	1620
21.57	1703
21.59	1701
21.61	1603
21.63	1670
21.65	1696
21.67	1735
21.69	1711
21.71	1701
21.73	1698
21.75	1671
21.77	1717
21.79	1695
21.81	1689
21.83	1738
21.85	1698
21.87	1712
21.89	1700
21.91	1766
21.93	1718
21.95	1715
21.97	1666
21.99	1653
22.01	1704
22.03	1727
22.05	1745
22.07	1594
22.09	1736
22.11	1771
22.13	1635
22.15	1697
22.17	1694
22.19	1675
22.21	1598
22.23	1712
22.25	1585
22.27	1676
22.29	1659
22.31	1625
22.33	1516
22.35	1548
22.37	1569
22.39	1700
22.41	1612
22.43	1568
22.45	1628
22.47	1627
22.49	1615
22.51	1578
22.53	1560
22.55	1606
22.57	1557
22.59	1536
22.61	1625
22.63	1452
22.65	1480
22.67	1550
22.69	1523
22.71	1513
22.73	1544
22.75	1506
22.77	1420
22.79	1479
22.81	1434
22.83	1446
22.85	1430
22.87	1495
22.89	1445
22.91	1497
22.93	1468
22.95	1508
22.97	1526
22.99	1503
23.01	1477
23.03	1517
23.05	1463
23.07	1465
23.09	1456
23.11	1432
23.13	1550
23.15	1456
