5.01	2070
5.03	1983
5.05	2086
5.07	2072
5.09	2179
5.11	2131
5.13	2045
5.15	2031
5.17	2113
5.19	2084
5.21	2081
5.23	2134
5.25	2063
5.27	2047
5.29	2089
5.31	2036
5.33	2043
5.35	2100
5.37	2168
5.39	2105
5.41	2047
5.43	2146
5.45	2029
5.47	2087
5.49	2045
5.51	2149
5.53	2061
5.55	2103
5.57	2154
5.59	2131
5.61	2089
5.63	2152
5.65	2082
5.67	2166
5.69	2099
5.71	2105
5.73	2072
5.75	2049
5.77	2099
5.79	2155
5.81	2132
5.83	2079
5.85	2128
5.87	2050
5.89	2019
5.91	2044
5.93	2038
5.95	2086
5.97	2124
5.99	2077
6.01	2010
6.03	2128
6.05	2146
6.07	2174
6.09	2090
6.11	2147
6.13	2169
6.15	2140
6.17	2251
6.19	2121
6.21	2059
6.23	2115
6.25	2118
6.27	2133
6.29	2039
6.31	2155
6.33	2154
6.35	2171
6.37	2092
6.39	2120
6.41	2150
6.43	2110
6.45	2159
6.47	2131
6.49	2043
6.51	2167
6.53	2143
6.55	2149
6.57	2085
6.59	2103
6.61	2092
6.63	2158
6.65	2175
6.67	2139
6.69	2171
6.71	2157
6.73	2128
6.75	2114
6.77	2108
6.79	2079
6.81	2078
6.83	2028
6.85	2076
6.87	2109
6.89	2069
6.91	2055
6.93	2069
6.95	2080
6.97	2129
6.99	2153
7.01	2084
7.03	2036
7.05	2094
7.07	2072
7.09	2128
7.11	2111
7.13	2108
7.15	2114
7.17	2018
7.19	2106
7.21	2142
7.23	2087
7.25	2063
7.27	2115
7.29	2033
7.31	2130
7.33	2143
7.35	2158
7.37	2081
7.39	2127
7.41	2060
7.43	2076
7.45	2151
7.47	2057
7.49	2109
7.51	2104
7.53	2155
7.55	2037
7.57	2075
7.59	2054
7.61	2032
7.63	2063
7.65	2073
7.67	2064
7.69	2069
7.71	2084
7.73	2013
7.75	2035
7.77	2056
7.79	2033
7.81	2056
7.83	2001
7.85	2063
7.87	2114
7.89	1949
7.91	2087
7.93	2093
7.95	2041
7.97	2085
7.99	2084
8.01	2112
8.03	2043
8.05	2071
8.07	2022
8.09	2030
8.11	2083
8.13	2046
8.15	2086
8.17	2093
8.19	1995
8.21	2041
8.23	2018
8.25	1988
8.27	2001
8.29	1909
8.31	1946
8.33	2111
8.35	1979
8.37	2151
8.39	2021
8.41	2013
8.43	2011
8.45	2091
8.47	2076
8.49	2033
8.51	2091
8.53	2015
8.55	2029
8.57	1987
8.59	1984
8.61	2096
8.63	2064
8.65	2025
8.67	2040
8.69	1982
8.71	2084
8.73	2021
8.75	2035
8.77	2090
8.79	2019
8.81	2057
8.83	2048
8.85	2124
8.87	2049
8.89	2011
8.91	2081
8.93	2052
8.95	2095
8.97	2040
8.99	2000
9.01	2151
9.03	2145
9.05	2056
9.07	1973
9.09	2038
9.11	2049
9.13	2097
9.15	2172
9.17	2083
9.19	2099
9.21	2062
9.23	2060
9.25	2072
9.27	2121
9.29	2058
9.31	2138
9.33	2087
9.35	2023
9.37	2139
9.39	2073
9.41	2048
9.43	2039
9.45	2028
9.47	2060
9.49	2021
9.51	2051
9.53	2095
9.55	2094
9.57	2060
9.59	2065
9.61	2025
9.63	2099
9.65	2070
9.67	2130
9.69	2023
9.71	2111
9.73	2156
9.75	2167
9.77	2052
9.79	2109
9.81	2079
9.83	2070
9.85	2069
9.87	2108
9.89	2107
9.91	2004
9.93	1999
9.95	2081
9.97	2088
9.99	2082
10.01	2055
10.03	2093
10.05	2065
10.07	2066
10.09	2073
10.11	2041
10.13	2105
10.15	2113
10.17	2167
10.19	2016
10.21	2073
10.23	2067
10.25	2189
10.27	2104
10.29	2077
10.31	2145
10.33	2093
10.35	2124
10.37	1996
10.39	2103
10.41	2115
10.43	2086
10.45	2073
10.47	2041
10.49	2094
10.51	2143
10.53	2045
10.55	2141
10.57	2110
10.59	2000
10.61	2155
10.63	2138
10.65	2125
10.67	2057
10.69	2122
10.71	2085
10.73	2110
10.75	2163
10.77	2147
10.79	2195
10.81	2086
10.83	2130
10.85	2081
10.87	2185
10.89	2039
10.91	2141
10.93	2174
10.95	2135
10.97	2184
10.99	2167
11.01	2211
11.03	2118
11.05	2135
11.07	2086
11.09	2178
11.11	2190
11.13	2271
11.15	2171
11.17	2211
11.19	2239
11.21	2207
11.23	2153
11.25	2251
11.27	2213
11.29	2125
11.31	2147
11.33	2203
11.35	2168
11.37	2257
11.39	2106
11.41	2262
11.43	2179
11.45	2172
11.47	2194
11.49	2256
11.51	2233
11.53	2104
11.55	2173
11.57	2203
11.59	2229
11.61	2209
11.63	2209
11.65	2229
11.67	2205
11.69	2250
11.71	2129
11.73	2323
11.75	2235
11.77	2210
11.79	2259
11.81	2339
11.83	2240
11.85	2261
11.87	2180
11.89	2212
11.91	2237
11.93	2302
11.95	2257
11.97	2329
11.99	2274
12.01	2299
12.03	2380
12.05	2358
12.07	2250
12.09	2273
12.11	2271
12.13	2262
12.15	2330
12.17	2281
12.19	2295
12.21	2267
12.23	2340
12.25	2251
12.27	2298
12.29	2357
12.31	2361
12.33	2387
12.35	2377
12.37	2395
12.39	2387
12.41	2311
12.43	2276
12.45	2345
12.47	2309
12.49	2228
12.51	2316
12.53	2347
12.55	2283
12.57	2408
12.59	2365
12.61	2388
12.63	2370
12.65	2326
12.67	2333
12.69	2384
12.71	2412
12.73	2380
12.75	2395
12.77	2357
12.79	2389
12.81	2417
12.83	2436
12.85	2416
12.87	2438
12.89	2469
12.91	2494
12.93	2474
12.95	2434
12.97	2527
12.99	2502
13.01	2477
13.03	2430
13.05	2499
13.07	2495
13.09	2394
13.11	2543
13.13	2518
13.15	2591
13.17	2514
13.19	2388
13.21	2566
13.23	2530
13.25	2495
13.27	2474
13.29	2593
13.31	2528
13.33	2573
13.35	2585
13.37	2538
13.39	2546
13.41	2468
13.43	2582
13.45	2582
13.47	2553
13.49	2622
13.51	2546
13.53	2466
13.55	2658
13.57	2611
13.59	2520
13.61	2607
13.63	2629
13.65	2587
13.67	2542
13.69	2676
13.71	2675
13.73	2656
13.75	2747
13.77	2709
13.79	2658
13.81	2576
13.83	2644
13.85	2662
13.87	2788
13.89	2634
13.91	2682
13.93	2621
13.95	2678
13.97	2729
13.99	2733
14.01	2686
14.03	2789
14.05	2720
14.07	2707
14.09	2721
14.11	2750
14.13	2732
14.15	2771
14.17	2785
14.19	2860
14.21	2666
14.23	2790
14.25	2734
14.27	2843
14.29	2825
14.31	2745
14.33	2848
14.35	2856
14.37	2838
14.39	2825
14.41	2803
14.43	2877
14.45	2754
14.47	2877
14.49	2890
14.51	2899
14.53	2878
14.55	2980
14.57	2901
14.59	2790
14.61	2889
14.63	2938
14.65	2969
14.67	2895
14.69	2977
14.71	2890
14.73	2993
14.75	2889
14.77	2882
14.79	2916
14.81	2922
14.83	2954
14.85	3022
14.87	2976
14.89	2966
14.91	3164
14.93	2996
14.95	3079
14.97	2999
14.99	2998
15.01	3098
15.03	3006
15.05	3118
15.07	3076
15.09	3122
15.11	3033
15.13	2984
15.15	3132
15.17	2968
15.19	3094
15.21	3241
15.23	3077
15.25	3139
15.27	3071
15.29	3037
15.31	3090
15.33	3172
15.35	3165
15.37	3040
15.39	3125
15.41	3139
15.43	3106
15.45	3161
15.47	3299
15.49	3234
15.51	3091
15.53	3243
15.55	3182
15.57	3219
15.59	3198
15.61	3247
15.63	3238
15.65	3184
15.67	3171
15.69	3177
15.71	3221
15.73	3256
15.75	3341
15.77	3244
15.79	3133
15.81	3282
15.83	3322
15.85	3280
15.87	3241
15.89	3226
15.91	3248
15.93	3242
15.95	3245
15.97	3218
15.99	3253
16.01	3348
16.03	3298
16.05	3342
16.07	3294
16.09	3443
16.11	3179
16.13	3350
16.15	3264
16.17	3335
16.19	3402
16.21	3377
16.23	3385
16.25	3425
16.27	3380
16.29	3432
16.31	3411
16.33	3427
16.35	3467
16.37	3400
16.39	3500
16.41	3414
16.43	3466
16.45	3383
16.47	3528
16.49	3490
16.51	3460
16.53	3348
16.55	3434
16.57	3499
16.59	3479
16.61	3506
16.63	3562
16.65	3416
16.67	3422
16.69	3428
16.71	3475
16.73	3487
16.75	3526
16.77	3604
16.79	3629
16.81	3562
16.83	3517
16.85	3483
16.87	3581
16.89	3517
16.91	3569
16.93	3552
16.95	3585
16.97	3493
16.99	3655
17.01	3573
17.03	3584
17.05	3620
17.07	3597
17.09	3636
17.11	3632
17.13	3538
17.15	3652
17.17	3506
17.19	3660
17.21	3558
17.23	3623
17.25	3599
17.27	3590
17.29	3599
17.31	3613
17.33	3597
17.35	3537
17.37	3532
17.39	3563
17.41	3497
17.43	3648
17.45	3538
17.47	3555
17.49	3677
17.51	3550
17.53	3629
17.55	3655
17.57	3549
17.59	3534
17.61	3504
17.63	3525
17.65	3502
17.67	3490
17.69	3494
17.71	3620
17.73	3484
17.75	3530
17.77	3585
17.79	3484
17.81	3574
17.83	3667
17.85	3502
17.87	3534
17.89	3450
17.91	3559
17.93	3533
17.95	3621
17.97	3538
17.99	3565
18.01	3570
18.03	3591
18.05	3583
18.07	3543
18.09	3600
18.11	3619
18.13	3569
18.15	3485
18.17	3608
18.19	3587
18.21	3495
18.23	3720
18.25	3506
18.27	3557
18.29	3578
18.31	3496
18.33	3581
18.35	3580
18.37	3652
18.39	3508
18.41	3564
18.43	3608
18.45	3590
18.47	3589
18.49	3610
18.51	3525
18.53	3642
18.55	3636
18.57	3613
18.59	3701
18.61	3559
18.63	3547
18.65	3610
18.67	3701
18.69	3566
18.71	3636
18.73	3595
18.75	3517
18.77	3641
18.79	3682
18.81	3641
18.83	3526
18.85	3518
18.87	3625
18.89	3641
18.91	3707
18.93	3516
18.95	3534
18.97	3535
18.99	3705
19.01	3600
19.03	3603
19.05	3706
19.07	3510
19.09	3679
19.11	3637
19.13	3526
19.15	3703
19.17	3557
19.19	3650
19.21	3741
19.23	3615
19.25	3648
19.27	3602
19.29	3495
19.31	3503
19.33	3490
19.35	3630
19.37	3585
19.39	3515
19.41	3724
19.43	3690
19.45	3585
19.47	3660
19.49	3674
19.51	3658
19.53	3572
19.55	3602
19.57	3482
19.59	3533
19.61	3549
19.63	3563
19.65	3537
19.67	3642
19.69	3437
19.71	3723
19.73	3647
19.75	3605
19.77	3572
19.79	3674
19.81	3557
19.83	3466
19.85	3444
19.87	3522
19.89	3570
19.91	3608
19.93	3547
19.95	3491
19.97	3564
19.99	3510
20.01	3461
20.03	3540
20.05	3618
20.07	3525
20.09	3461
20.11	3510
20.13	3620
20.15	3447
20.17	3638
20.19	3435
20.21	3529
20.23	3587
20.25	3619
20.27	3565
20.29	3436
20.31	3507
20.33	3558
20.35	3514
20.37	3497
20.39	3459
20.41	3522
20.43	3564
20.45	3565
20.47	3533
20.49	3513
20.51	3495
20.53	3509
20.55	3502
20.57	3507
20.59	3482
20.61	3557
20.63	3559
20.65	3611
20.67	3478
20.69	3430
20.71	3469
20.73	3417
20.75	3459
20.77	3523
20.79	3451
20.81	3430
20.83	3491
20.85	3360
20.87	3619
20.89	3453
20.91	3505
20.93	3399
20.95	3534
20.97	3394
20.99	3418
21.01	3450
21.03	3516
21.05	3423
21.07	3390
21.09	3438
21.11	3544
21.13	3423
21.15	3394
21.17	3541
21.19	3419
21.21	3473
21.23	3546
21.25	3352
21.27	3438
21.29	3338
21.31	3393
21.33	3514
21.35	3493
21.37	3480
21.39	3408
21.41	3450
21.43	3422
21.45	3461
21.47	3406
21.49	3368
21.51	3400
21.53	3479
21.55	3423
21.57	3414
21.59	3447
21.61	3529
21.63	3468
21.65	3404
21.67	3332
21.69	3305
21.71	3407
21.73	3377
21.75	3418
21.77	3374
21.79	3257
21.81	3449
21.83	3353
21.85	3229
21.87	3271
21.89	3445
21.91	3355
21.93	3389
21.95	3290
21.97	3310
21.99	3271
22.01	3282
22.03	3361
22.05	3363
22.07	3281
22.09	3322
22.11	3254
22.13	3307
22.15	3367
22.17	3427
22.19	3281
22.21	3245
22.23	3233
22.25	3180
22.27	3295
22.29	3382
22.31	3282
22.33	3237
22.35	3067
22.37	3234
22.39	3183
22.41	3276
22.43	3271
22.45	3265
22.47	3209
22.49	3212
22.51	3263
